SampleName,VolumeDensity,SurfaceAreaDensity,MeanBreadthDensity,EulerNumberDensity,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius, Yield Stress 
Scan009_012,0.544,0.139,-0.0007661,-1.43e-05,21128.73563,6494.966287,57.81544828,0.208149425,0.068965517,55.10344828,98.45977011,50.66666667,94.85057471,56.18390805,99.13793103,76.67347126,72.77741379,77.59778161,76.67347126,72.77741379,77.59778161,28.20794253,17.98703448,12.89256322,5.669597701,2.232,-10.76617241,1.579597701,2.224436782,1.420885057,74.64367816,72.75862069,77.13793103,8.904241379,58.42453384399414
Scan009_013,0.534,0.132,-0.0007931,5.4e-06,26861.58209,7939.731224,61.43598507,0.196537313,0.850746269,54.28358209,100.238806,50.88059701,99.02985075,48.7761194,94.1641791,76.86119403,75.24702985,71.43565672,76.86119403,75.24702985,71.43565672,29.92340299,20.12326866,13.63158209,8.969044776,-1.27580597,-13.02397015,1.503761194,2.236134328,1.504283582,77.80597015,76.2238806,68.88059701,9.104552239,61.35280990600586
Scan009_018,0.538,0.138,-0.0007473,1.13e-05,22157.7439,6810.48461,58.83640244,0.208085366,0.987804878,50.2195122,92.98780488,53.75609756,99.84146341,55.5,100.9268293,71.52815854,77.41089024,78.18186585,71.52815854,77.41089024,78.18186585,28.89128049,18.63904878,13.12563415,5.722073171,-7.482731707,1.395817073,1.565414634,2.251256098,1.448219512,69.74390244,76.92682927,76.87804878,8.764292683,62.4936752319336
Scan009_020,0.547,0.136,-0.0007964,1.18e-05,22271.75904,6677.886386,55.67468675,0.214240964,0.975903614,56.87951807,101.3373494,50.59036145,94.60240964,54.57831325,97.42168675,79.39881928,72.64314458,75.63027711,79.39881928,72.64314458,75.63027711,28.28319277,18.70262651,12.76568675,-0.604445783,-0.04646988,3.248674699,1.547084337,2.307939759,1.513373494,79.74698795,70.71084337,73.89156627,8.875518072,64.05860137939453
Scan009_028,0.54,0.135,-0.0008083,-4.88e-06,23688.37662,7131.439766,57.9901039,0.214597403,0.337662338,62.50649351,105.5454545,50.31168831,95.53246753,50.35064935,91.68831169,84.13781818,73.00935065,71.20741558,84.13781818,73.00935065,71.20741558,29.17392208,17.84235065,12.4304026,-3.074402597,-2.302207792,13.93480519,1.660896104,2.416688312,1.462636364,83.14285714,71.63636364,70.07792208,8.684012987,56.21752166748047
Scan009_032,0.55,0.138,-0.0007701,7.94e-07,24451.98684,7371.039868,62.18389474,0.185552632,0.486842105,52.65789474,100.2763158,47.34210526,95.03947368,47.86842105,94.52631579,76.37663158,70.92048684,71.59160526,76.37663158,70.92048684,71.59160526,30.52788158,19.72611842,13.66597368,-6.908947368,2.249578947,-2.217565789,1.589671053,2.331894737,1.494342105,76.48684211,70.56578947,69.18421053,9.070223684,59.57501983642578
Scan009_033,0.544,0.136,-0.0008038,-2.27e-06,23536.21795,7102.611974,59.20812821,0.197615385,0.551282051,53.85897436,99.65384615,53.55128205,97.46153846,51.56410256,96.35897436,77.15203846,75.34496154,73.8270641,77.15203846,75.34496154,73.8270641,28.90546154,19.3864359,13.15794872,-0.397910256,-2.528282051,21.11003846,1.532,2.241692308,1.479551282,77.12820513,73.85897436,74.46153846,9.008602564,60.60916519165039
Scan009_040,0.551,0.136,-0.0008665,1.12e-05,24160.54545,7179.198805,56.81298701,0.207168831,1.064935065,56.83116883,103.4675325,52.20779221,96.57142857,52.61038961,95.96103896,79.65223377,74.19476623,74.54361039,79.65223377,74.19476623,74.54361039,29.02457143,18.53467532,13.5344026,3.597571429,-4.849688312,8.204402597,1.623753247,2.282363636,1.407545455,79.02597403,73.64935065,72.80519481,8.878831169,59.40596008300781
Scan009_044,0.543,0.136,-0.0007894,1.97e-06,22929.525,6947.184113,59.484975,0.1996375,0.575,52.65,97.6375,51.125,95.3375,50.2875,96.5125,74.9128875,73.2560875,72.8921375,74.9128875,73.2560875,72.8921375,28.7721,19.4364875,13.2056125,-9.9351125,3.1846,-20.6662125,1.500825,2.235075,1.507075,73.275,73.3,71.675,9.170825,56.142948150634766
Scan009_045,0.551,0.134,-0.0008791,1.12e-05,26980.71014,7936.566797,61.99863768,0.201826087,1.115942029,55.66666667,102.3768116,52.68115942,99.89855072,43.53623188,90.42028986,78.94027536,76.70463768,66.57634783,78.94027536,76.70463768,66.57634783,31.90033333,19.24157971,13.51602899,9.072811594,-4.001434783,-25.87921739,1.675057971,2.416811594,1.46657971,78.53623188,75.91304348,65.13043478,8.893710145,57.59283828735352
Scan009_047,0.539,0.133,-0.000755,-2.99e-06,24610.37838,7325.203554,60.12258108,0.20277027,0.351351351,53.63513514,98.22972973,46.5,92.37837838,58.47297297,104.7837838,75.66214865,69.15348649,81.31854054,75.66214865,69.15348649,81.31854054,29.83252703,18.68374324,13.03354054,3.538135135,-3.9865,6.436162162,1.64477027,2.369391892,1.46327027,74.31081081,68.91891892,80.09459459,8.896391892,57.63790130615234
Scan009_052,0.543,0.134,-0.0008069,4.42e-06,23474.05128,6970.861641,56.63178205,0.213538462,0.833333333,49.87179487,93.6025641,47.66666667,91.82051282,54.55128205,98.69230769,71.1655,69.62029487,76.20333333,71.1655,69.62029487,76.20333333,28.90103846,17.84717949,12.976,1.138025641,13.61297436,-1.799051282,1.651871795,2.341487179,1.435730769,70.66666667,68.33333333,74.55128205,8.713730769,65.23018646240234
Scan009_054,0.539,0.142,-0.0007742,9.26e-06,20929.88506,6596.155126,55.41968966,0.211609195,0.827586207,56.18390805,99.24137931,55.33333333,98.26436782,57.02298851,100.1264368,77.70650575,76.63582759,78.54527586,77.70650575,76.63582759,78.54527586,27.09535632,18.3096092,13.17709195,-7.960298851,1.617563218,-7.399241379,1.495597701,2.067172414,1.394965517,76.75862069,76.81609195,76.66666667,8.475137931,55.23021697998047
Scan009_056,0.542,0.137,-0.0007852,1.49e-05,22569.87654,6887.346543,57.85333333,0.202259259,0.975308642,56.54320988,102.4567901,54.69135802,99.17283951,51.67901235,98.19753086,79.34222222,76.91924691,74.73540741,79.34222222,76.91924691,74.73540741,28.69058025,18.77719753,13.80481481,2.429395062,4.775308642,-25.10237037,1.557098765,2.145962963,1.396197531,79.65432099,76.38271605,73.59259259,8.769654321,53.85654067993164
Scan009_060,0.544,0.137,-0.0007647,9.18e-06,24158.06579,7319.208947,60.56682895,0.192368421,0.75,54.57894737,101.6842105,48.53947368,96.61842105,50.59210526,96.02631579,78.09685526,72.85021053,73.16805263,78.09685526,72.85021053,73.16805263,30.58415789,19.53425,13.48514474,10.13751316,-6.539802632,17.34780263,1.579868421,2.348868421,1.495197368,78.35526316,73.36842105,71.98684211,8.9255,54.94339370727539
Scan009_063,0.532,0.134,-0.0007244,5.9e-06,24574.86301,7423.040342,59.3729863,0.196191781,0.890410959,53.10958904,99.78082192,48.76712329,94.10958904,51.63013699,97.47945205,76.94412329,71.47523288,74.3780411,76.94412329,71.47523288,74.3780411,29.98408219,18.82316438,13.46867123,-4.015917808,0.344260274,3.084671233,1.617917808,2.295986301,1.439863014,76.21917808,70.63013699,71.42465753,9.000027397,58.63238143920898
Scan010_001,0.871,0.047,-0.0006251,-1.02e-06,146822.8,13895.32555,73.5402,0.38525,0.65,39.95,99.85,35.25,95.15,45.3,97.45,69.09615,64.19665,72.2993,69.09615,64.19665,72.2993,38.54595,27.45205,18.62605,-26.1607,5.3137,-0.6389,1.5119,2.42965,1.63015,67.25,61.7,70.4,26.0334,85.88932800292969
Scan010_002,0.853,0.055,-0.0006741,2.65e-07,144065.5,15461.876,77.7219,0.40135,0.9,50.5,106.8,41.3,108.4,43.85,107.5,78.7375,74.4097,76.19185,78.7375,74.4097,76.19185,43.97025,29.66965,20.29285,-10.47915,-2.8254,-18.56785,1.50585,2.43795,1.593,76.6,73.1,76.15,27.81675,70.11421966552734
Scan010_003,0.844,0.053,-0.0006959,-1.59e-06,178333.625,19103.14256,88.2708125,0.3943125,0.5625,44.3125,109.5625,32.625,104.9375,39.875,118.6875,75.9095625,69.0798125,78.723,75.9095625,69.0798125,78.723,48.0683125,33.4806875,23.5905,1.1300625,9.21925,15.56375,1.4971875,2.184375,1.459375,76.125,69.125,78.25,34.6666875,69.44912719726562
Scan010_004,0.868,0.054,-0.0005661,-2e-06,154063.4737,15754.40421,80.35415789,0.399631579,0.315789474,44.84210526,110.4736842,55.52631579,120.9473684,41.0,96.84210526,78.47557895,87.84421053,68.62621053,78.47557895,87.84421053,68.62621053,41.22073684,31.97894737,19.78236842,1.235052632,18.63757895,-11.50657895,1.414105263,2.52,1.807894737,76.36842105,85.89473684,67.42105263,27.29826316,71.18316650390625
Scan010_005,0.803,0.053,-0.0004213,4.76e-06,135692.0,14860.4051,75.51275,0.45385,1.55,35.85,93.8,42.45,106.65,44.6,111.55,65.86235,73.8833,77.9687,65.86235,73.8833,77.9687,42.5411,30.29675,21.0689,11.01955,-1.31575,-1.0875,1.5284,2.28325,1.51275,65.4,73.75,79.1,30.1166,61.06303787231445
Scan010_006,0.857,0.06,-0.0007704,-1.89e-06,137817.3333,15614.99271,79.02290476,0.410190476,0.476190476,49.0,112.2380952,47.42857143,114.6666667,50.71428571,115.7619048,80.35157143,80.15538095,83.49719048,80.35157143,80.15538095,83.49719048,43.82790476,31.63795238,21.31342857,8.371238095,-6.729952381,19.60142857,1.495809524,2.265380952,1.532666667,80.33333333,78.80952381,83.23809524,31.77766667,71.5989761352539
Scan010_007,0.849,0.049,-0.0004722,-4.54e-07,178982.4375,17621.1105,83.293875,0.465375,0.625,38.6875,100.8125,31.3125,97.8125,52.4375,117.0625,69.784375,64.79,84.3953125,69.784375,64.79,84.3953125,42.929625,32.814875,22.473875,29.096375,13.0555,-17.55825,1.4300625,2.1343125,1.5013125,71.1875,61.9375,83.5625,31.2499375,74.56775665283203
Scan010_008,0.825,0.053,-0.0004868,-1.63e-06,154743.3889,16449.80433,78.56955556,0.440722222,0.388888889,43.55555556,106.8333333,40.72222222,107.9444444,44.11111111,103.3333333,75.5535,74.60633333,72.47722222,75.5535,74.60633333,72.47722222,42.73872222,32.68783333,19.48938889,5.255166667,17.91105556,12.60844444,1.388333333,2.389888889,1.713166667,76.27777778,74.94444444,71.94444444,28.90744444,62.94952392578125
Scan010_009,0.811,0.067,-0.0007775,2.72e-06,105346.5769,13453.07062,71.519,0.420269231,1.038461538,41.0,101.9230769,31.69230769,94.53846154,44.42307692,100.0,70.83342308,61.89134615,72.19088462,70.83342308,61.89134615,72.19088462,38.31234615,28.93126923,19.51911538,2.072961538,3.979884615,7.783269231,1.353884615,2.091115385,1.551038462,69.26923077,62.07692308,69.76923077,24.88461538,70.8990249633789
Scan010_010,0.842,0.054,-0.0006283,-4.16e-06,157897.1111,16604.94839,76.61388889,0.322055556,0.111111111,43.72222222,100.2777778,46.38888889,109.5,47.27777778,106.1666667,70.9175,78.12761111,76.36416667,70.9175,78.12761111,76.36416667,38.88483333,29.28838889,19.53994444,3.457611111,-4.597222222,11.26494444,1.400333333,2.550888889,1.844666667,69.55555556,78.11111111,74.22222222,24.66672222,81.93647003173828
Scan010_011,0.842,0.056,-0.0006392,4.19e-06,142247.0,15563.89885,72.01945,0.41465,1.4,57.9,123.0,55.1,119.15,45.9,102.8,90.4143,86.76405,74.71415,90.4143,86.76405,74.71415,39.75545,30.66985,21.2025,15.29145,-7.4167,-3.2287,1.39475,2.23485,1.60165,88.45,84.5,74.2,29.6167,81.63136291503906
Scan010_012,0.865,0.049,-0.0006486,2.27e-06,194716.8667,19246.55267,89.03266667,0.395,1.266666667,24.4,96.46666667,49.53333333,119.1333333,39.33333333,112.0,58.79373333,85.19373333,76.89506667,58.79373333,85.19373333,76.89506667,47.40833333,33.36373333,24.33166667,-19.0256,-17.9394,6.193733333,1.4878,2.2942,1.541066667,57.0,84.8,73.13333333,33.60006667,65.89281463623047
Scan010_013,0.839,0.063,-0.0008597,-4.69e-06,108831.9615,12816.82077,70.40419231,0.359307692,0.346153846,53.57692308,107.6153846,38.65384615,95.30769231,49.65384615,106.6153846,80.2795,67.10561538,78.36242308,80.2795,67.10561538,78.36242308,37.61257692,25.78865385,17.06353846,-9.816423077,0.343961538,21.0855,1.518923077,2.552115385,1.697653846,83.73076923,65.53846154,76.84615385,22.58976923,68.74039459228516
Scan010_014,0.843,0.056,-0.0007037,5.29e-07,149703.9474,16222.50295,79.43605263,0.436736842,1.0,40.15789474,102.4736842,41.26315789,111.4210526,41.89473684,107.1052632,71.04847368,74.54647368,74.54489474,71.04847368,74.54647368,74.54489474,43.23789474,31.58736842,22.09784211,5.835894737,-13.60168421,-52.98452632,1.429842105,2.206894737,1.515631579,69.89473684,71.84210526,71.0,31.228,80.35407257080078
Scan010_015,0.837,0.062,-0.000773,-3.02e-06,141301.5,16603.7449,87.8888,0.3699,0.4,38.45,107.9,43.55,111.65,41.8,104.95,72.36615,77.5431,73.034,72.36615,77.5431,73.034,45.5782,31.4732,21.01815,27.45215,9.3352,-35.10075,1.49265,2.35425,1.59955,70.65,77.25,71.75,30.5333,75.06529235839844
Scan010_016,0.85,0.063,-0.0007472,5.29e-07,130511.8182,15307.34391,80.02672727,0.402090909,0.772727273,50.77272727,111.8636364,47.77272727,111.5909091,40.31818182,103.0,82.41109091,78.719,72.97627273,82.41109091,78.719,72.97627273,41.32618182,30.77813636,21.05613636,0.532727273,-2.924681818,11.06395455,1.389681818,2.126136364,1.568454545,83.81818182,75.45454545,73.90909091,27.24245455,76.82874298095703
Scan010_017,0.835,0.063,-0.0007291,1.25e-06,117505.875,13984.92513,74.09929167,0.366916667,0.833333333,41.29166667,98.58333333,42.91666667,108.1666667,41.5,100.875,70.12354167,74.91779167,71.82333333,70.12354167,74.91779167,71.82333333,40.68458333,28.748625,18.57658333,7.724625,-14.85008333,7.378583333,1.530166667,2.557791667,1.687125,71.33333333,71.79166667,70.95833333,24.26383333,75.90039825439453
Scan010_018,0.861,0.067,-0.001,-1.47e-06,121002.1667,14663.69804,78.4105,0.398,0.833333333,40.41666667,104.5416667,54.66666667,123.2083333,49.08333333,107.25,71.46054167,88.28133333,78.84866667,71.46054167,88.28133333,78.84866667,42.04566667,29.21329167,20.72841667,-8.531333333,-5.547125,18.380125,1.489708333,2.237291667,1.492166667,70.5,86.5,76.95833333,26.44445833,89.49652099609375
Scan011_001,0.328,41.479,119.246,-1072.172,0.000269284,0.037397436,0.194076923,0.203371795,0.230769231,0.142987179,0.252615385,0.146230769,0.246538462,0.149948718,0.264358974,0.199128205,0.196128205,0.206730769,0.199128205,0.196128205,0.206730769,0.071846154,0.045025641,0.031487179,-9.906576923,5.09824359,11.09915385,1.633987179,2.382551282,1.473576923,0.198666667,0.192666667,0.201320513,0.019461538,20.693885803222656
Scan011_002,0.353,43.37,106.236,-765.837,0.000279241,0.0388875,0.198925,0.1804625,0.3875,0.15695,0.2743125,0.1346,0.2445375,0.14485,0.2671,0.2168375,0.189825,0.2056875,0.2168375,0.189825,0.2056875,0.0757375,0.0485375,0.0325375,3.5583375,7.6858125,-0.6554625,1.591875,2.412275,1.5387875,0.2162875,0.1865,0.201975,0.020525,30.2833309173584
Scan011_003,0.356,43.592,101.932,-650.961,0.000268646,0.037238095,0.190261905,0.19625,0.416666667,0.145547619,0.257630952,0.148869048,0.264083333,0.14675,0.261238095,0.201666667,0.207440476,0.203571429,0.201666667,0.207440476,0.203571429,0.074892857,0.046190476,0.032154762,4.277095238,-0.253690476,-5.053345238,1.653345238,2.394583333,1.47477381,0.202214286,0.20722619,0.198464286,0.02077381,33.24604415893555
Scan011_004,0.332,42.294,123.733,-1027.834,0.000260967,0.036646341,0.195402439,0.198414634,0.256097561,0.14597561,0.251536585,0.157402439,0.265073171,0.152853659,0.267195122,0.199329268,0.212231707,0.21045122,0.199329268,0.212231707,0.21045122,0.072439024,0.045097561,0.030890244,12.77658537,3.685792683,-4.90852439,1.679207317,2.497756098,1.498536585,0.19595122,0.21052439,0.207170732,0.019682927,24.031782150268555
Scan011_005,0.351,43.188,108.802,-983.496,0.000288406,0.039909091,0.203155844,0.184662338,0.272727273,0.126207792,0.241064935,0.159766234,0.273155844,0.150090909,0.273246753,0.181857143,0.216090909,0.211831169,0.181857143,0.216090909,0.211831169,0.075285714,0.047480519,0.033506494,5.06212987,5.235038961,-0.335675325,1.606285714,2.359714286,1.475324675,0.182025974,0.216987013,0.21012987,0.020441558,31.92026710510254
Scan011_006,0.369,45.758,90.566,-1205.186,0.00028817,0.040333333,0.198925926,0.17191358,0.12345679,0.137740741,0.25717284,0.12308642,0.241790123,0.121444444,0.237,0.197814815,0.182740741,0.179753086,0.197814815,0.182740741,0.179753086,0.076320988,0.048123457,0.034271605,3.74091358,-8.95337037,-18.67849383,1.611012346,2.277407407,1.418839506,0.195888889,0.179296296,0.179209877,0.020950617,14.41537380218506
Scan011_007,0.384,46.264,77.134,-449.425,0.000269911,0.037033333,0.178688889,0.189555556,0.577777778,0.145144444,0.258422222,0.149077778,0.261366667,0.150733333,0.263588889,0.201688889,0.205166667,0.206711111,0.201688889,0.205166667,0.206711111,0.073866667,0.046088889,0.031477778,-15.30643333,-5.185144444,3.448222222,1.637755556,2.405411111,1.497744444,0.199211111,0.206022222,0.202311111,0.020455556,36.19780349731445
Scan011_008,0.353,44.494,108.181,-794.052,0.000243473,0.034868132,0.183021978,0.183098901,0.395604396,0.146417582,0.255824176,0.159087912,0.268318681,0.143824176,0.257318681,0.201296703,0.213615385,0.200175824,0.201296703,0.213615385,0.200175824,0.071747253,0.045813187,0.031494505,9.139351648,-1.660098901,-2.089285714,1.592934066,2.363593407,1.498252747,0.197989011,0.209384615,0.193,0.019681319,33.65561294555664
Scan011_009,0.35,43.825,113.871,-935.127,0.000276299,0.0388125,0.203175,0.1782375,0.3625,0.1361375,0.250725,0.138575,0.2571125,0.1444875,0.265125,0.1931,0.1974,0.204525,0.1931,0.1974,0.204525,0.0771875,0.0479875,0.0338125,-4.6591375,-3.74505,12.37705,1.63515,2.3026625,1.4410625,0.1926625,0.1959875,0.2045375,0.020375,33.27703094482422
Scan011_010,0.381,45.464,82.793,-832.344,0.000291931,0.040074074,0.191765432,0.189925926,0.432098765,0.152987654,0.265666667,0.143864198,0.261876543,0.14354321,0.260567901,0.209024691,0.201851852,0.202518519,0.209024691,0.201851852,0.202518519,0.074580247,0.04754321,0.034382716,0.727123457,1.556925926,22.60333333,1.586728395,2.245790123,1.425395062,0.206617284,0.200691358,0.201271605,0.020469136,43.28957748413086
Scan012_001,0.643,0.136,0.000618,4.1e-05,9394.402597,2375.305152,29.39227273,0.646047619,1.004329004,62.35497835,90.34632035,61.04329004,88.71428571,64.80519481,91.93073593,76.32304762,74.82314286,78.26963636,76.32304762,74.82314286,78.26963636,17.22560173,13.25980952,9.634679654,3.891541126,4.300844156,-1.66052381,1.325450216,1.966212121,1.478350649,75.75324675,74.22077922,77.004329,10.75900433,42.63557815551758
Scan012_002,0.642,0.14,0.0006499,4.35e-05,8672.804,2257.114748,28.835008,0.623872,0.988,61.772,88.292,62.796,89.744,62.916,90.264,74.981776,76.379572,76.457288,74.981776,76.379572,76.457288,16.85856,12.764612,9.22456,-0.70452,0.938436,-0.543308,1.350968,2.033256,1.50484,74.252,75.7,75.04,10.035996,44.45085525512695
Scan012_003,0.647,0.14,0.0006485,4.44e-05,8923.367347,2309.877131,29.03814286,0.644795918,0.995918367,63.23673469,90.06122449,62.04081633,89.00408163,61.03265306,88.84081633,76.66549388,75.55332653,74.90173878,76.66549388,75.55332653,74.90173878,16.94842857,13.05513061,9.526571429,-2.857289796,3.240322449,-4.985636735,1.322085714,1.927102041,1.456902041,75.91020408,74.87755102,73.46122449,10.49660816,44.10538482666016
Scan012_005,0.657,0.138,0.0006151,4.09e-05,9601.207792,2428.971264,29.77508225,0.640264069,1.0,61.54112554,89.43290043,59.80519481,88.48051948,59.85281385,86.68398268,75.52270996,73.9839697,73.22955411,75.52270996,73.9839697,73.22955411,17.5741342,13.33393506,9.705471861,-5.481190476,7.408722944,9.84604329,1.332350649,1.9814329,1.488450216,75.14718615,72.96969697,72.23809524,10.79365801,45.877777099609375
Scan012_006,0.645,0.136,0.0006116,3.87e-05,9719.973214,2465.349076,30.4385,0.635598214,1.004464286,60.43303571,88.41517857,59.45535714,87.60714286,61.18303571,89.17410714,74.59404911,73.40053125,75.17070982,74.59404911,73.40053125,75.17070982,17.33658036,13.43508036,9.9764375,0.376834821,8.562424107,2.090611607,1.313410714,1.901861607,1.4446875,74.25,72.60714286,74.17857143,10.89135268,44.957298278808594
Scan012_007,0.634,0.133,0.0005794,3.82e-05,9650.842342,2422.21491,29.74249099,0.625036036,1.0,62.05405405,90.61711712,63.09009009,91.03153153,61.18018018,88.1981982,76.28363964,77.12640991,74.60445495,76.28363964,77.12640991,74.60445495,17.50813964,13.33413063,9.622297297,-2.824743243,4.709072072,2.160279279,1.339247748,2.050635135,1.524153153,75.49099099,76.46396396,73.57657658,10.86486036,43.92346954345703
Scan012_008,0.642,0.131,0.0005557,3.59e-05,10325.78571,2540.835133,30.52719524,0.643766667,0.99047619,60.32380952,89.42380952,61.16190476,89.41904762,60.08571429,87.97619048,74.94538095,75.23242381,74.01455714,74.94538095,75.23242381,74.01455714,17.68510476,13.65357143,10.12682381,-4.346538095,2.06332381,-1.4426,1.317628571,1.912109524,1.451380952,74.33333333,74.7047619,73.03809524,11.28092857,41.10185623168945
Scan012_009,0.642,0.132,0.0006034,3.74e-05,10126.64019,2500.742967,30.2718785,0.641070093,1.004672897,61.64485981,89.91588785,61.04672897,89.88785047,58.43925234,86.24299065,75.78321495,75.41493458,72.3512757,75.78321495,75.41493458,72.3512757,17.79535047,13.41943925,9.991691589,1.609551402,2.233878505,4.519607477,1.350714953,1.951845794,1.439079439,75.11682243,74.53738318,71.3364486,11.16042991,42.918113708496094
Scan013_001,0.355,0.086,0.0002216,-1.58e-05,158032.6527,41790.69257,252.3602766,0.085255319,-4.914893617,102.048,172.4770638,68.67034043,153.3259787,42.09331915,218.752234,136.8436809,109.660766,134.0877872,136.8436809,109.660766,134.0877872,95.57093617,41.64242553,24.27553191,-13.65768085,1.186340426,5.244617021,2.426553191,4.334191489,1.804234043,138.5522553,106.0735532,129.680234,13.30153191,28.315263748168945
Scan013_002,0.381,0.089,0.0001871,-1.43e-05,130555.6779,33579.4692,193.0526557,0.129590164,-3.508196721,102.1761148,162.2531803,75.10386885,152.5264754,68.44865574,208.7185738,132.7158689,113.1817377,138.2091311,132.7158689,113.1817377,138.2091311,79.42260656,36.13693443,20.50168852,-2.393295082,-7.898393443,2.597065574,2.221688525,3.973803279,1.778918033,131.3262131,106.9943607,129.8506721,12.65778689,36.71184158325195
Scan013_003,0.375,0.09,0.000179,-1.73e-05,186928.7957,49269.02355,267.033881,0.101285714,-6.785714286,116.1209762,182.5569524,62.67464286,144.8560238,36.38892857,213.6536429,150.392619,101.814119,128.1514286,150.392619,101.814119,128.1514286,103.6699524,39.93447619,23.179,-1.791952381,1.783642857,7.125785714,2.672142857,4.517261905,1.755071429,147.8737619,96.92054762,136.1085238,13.00440476,32.1074333190918
Scan013_004,0.399,0.094,0.0001178,-1.58e-05,163580.8663,42342.02049,219.5366667,0.092960784,-4.764705882,107.9473529,172.6364314,71.92890196,154.014902,53.48741176,219.2802353,140.5589804,112.3544118,137.5367647,140.5589804,112.3544118,137.5367647,94.37205882,38.84601961,21.87068627,-0.695411765,9.431352941,10.79411765,2.662,4.692294118,1.869882353,139.7515686,106.2544706,138.0587451,12.13823529,43.30800628662109
Scan013_005,0.32,0.086,5.74e-06,-2.01e-05,394966.7889,114498.254,348.6571765,0.158294118,-22.35294118,98.33041176,175.0495882,95.30488235,185.8551765,45.81541176,229.1852941,138.1275294,141.6189412,137.5194706,138.1275294,141.6189412,137.5194706,113.9459412,50.11070588,26.41135294,11.80447059,12.62358824,-21.64694118,2.449235294,5.279882353,2.034294118,136.0417059,146.7392941,155.5995882,10.01323529,25.85409545898437
Scan013_006,0.337,0.088,-7.03e-06,-1.69e-05,391324.5472,110501.8367,359.1956667,0.019444444,-16.83333333,69.29355556,162.6713333,57.86372222,151.8537222,10.00111111,269.622,116.6291667,107.4516667,146.1589444,116.6291667,107.4516667,146.1589444,160.7471667,53.01727778,32.03461111,-14.31272222,47.14716667,-17.63394444,3.380555556,5.868555556,1.770722222,110.5226667,109.9103889,161.4465,10.51144444,25.725683212280277
Scan013_007,0.35,0.091,2.44e-05,-1.9e-05,349423.4328,98481.086,335.8303333,0.068761905,-16.85714286,127.798619,211.6857143,94.47128571,191.3043333,7.785142857,248.3368095,170.954381,145.6373333,131.3751429,170.954381,145.6373333,131.3751429,149.6509048,49.19947619,29.04114286,-13.39114286,15.332,13.65057143,3.605571429,6.249333333,1.760428571,168.211381,147.2178095,131.9972857,10.17619048,28.92998313903809
Scan013_008,0.33,0.088,7.27e-05,-1.88e-05,314590.9157,90758.60855,364.3420909,0.039363636,-15.13636364,97.94240909,182.7757273,100.2803636,195.0496364,23.54627273,260.6784545,139.8609545,147.0010455,141.4830909,139.8609545,147.0010455,141.4830909,145.2879545,48.38036364,29.71027273,-15.66436364,41.91195455,-24.7145,3.212818182,5.446772727,1.764727273,137.3531364,146.2873636,162.7363182,10.74327273,18.952926635742188
Scan013_009,0.328,0.086,4.2e-05,-1.67e-05,286351.7151,80864.5065,304.2075,0.062333333,-12.08333333,85.18820833,165.0951667,101.7972083,183.08175,38.03995833,245.9203333,126.2156667,140.50225,144.1604583,126.2156667,140.50225,144.1604583,125.247875,45.08558333,25.521,-0.220458333,-11.19275,-17.13466667,3.013708333,5.821666667,1.931166667,128.585875,138.0768333,142.5925,11.73608333,21.819244384765625
Scan013_010,0.336,0.086,2.52e-05,-1.73e-05,281376.5578,78400.09,294.8884,0.08868,-12.76,98.31308,174.21552,111.75964,189.71928,6.46604,221.90232,135.4628,152.26064,116.2936,135.4628,152.26064,116.2936,135.33892,42.92968,25.2124,-22.37176,25.6768,-6.94228,4.19088,6.92876,1.75032,135.86016,153.71524,110.58384,10.8256,25.7165584564209
Scan013_011,0.359,0.093,3.61e-05,-1.77e-05,268726.747,75336.30557,308.9110714,0.058571429,-11.42857143,88.43564286,168.4082143,121.5005714,206.9839286,30.30953571,238.1461786,128.6910714,167.0194286,128.981,128.6910714,167.0194286,128.981,124.3871429,44.76646429,28.84321429,7.801107143,21.43017857,-36.97157143,3.12875,5.075071429,1.650642857,125.6337143,166.5713214,110.5445,11.0435,38.598819732666016
Scan013_012,0.366,0.092,-4.3e-05,-1.5e-05,319055.4731,87641.17788,291.202125,0.053083333,-10.66666667,88.02004167,175.19825,114.9619583,201.52775,18.752125,255.4112083,132.1358333,160.760875,135.6215833,132.1358333,160.760875,135.6215833,141.8223333,48.48170833,27.63325,-15.02279167,17.48970833,10.17008333,3.209625,6.274125,1.970875,131.4944583,164.5593333,133.9435833,10.7665,35.29550552368164
Scan013_013,0.355,0.089,0.0001017,-1.19e-05,168946.6497,46140.49725,230.5070682,0.096295455,-3.886363636,118.6498409,189.1214545,110.0495455,186.07375,63.16568182,248.3209091,156.18775,149.65825,158.0293636,156.18775,149.65825,158.0293636,111.0827955,39.19277273,22.09595455,8.372727273,-4.842772727,7.035386364,3.104931818,5.538727273,1.802681818,156.2652273,151.2137727,163.3206591,12.06540909,0.0226954966783523
